0010641010;ESSEX BUSINESS MACHINES LTD;;;DD14-43166-SU;24B5590;C54x/X54x Black CRTG Extra BSD Return;1;;94,48
0010649707;ALTODIGITAL NETWORKS LIMITED;;;DD17-297150-SU;24B5804;C73x/X73x Cyan CRTG High BSD Return;1;;200,49
0010641834;OFFICEXPRESS INTERNATIONAL LTD;BCA;;DD16-265124-SU;3070169;2xxx Ribbon Other Supplies High Regular;4;;8,80
0010643581;BANNER GROUP LIMITED;Public Contracts Scotland;;DD17-325732-SU;C53030X;C52x/C53x 1-Pack Photoconductor Kit Stan;8;;0,00
0010643581;BANNER GROUP LIMITED;Public Contracts Scotland;;DD17-325732-SU;C53030X;C52x/C53x 1-Pack Photoconductor Kit Stan;3;;0,00
0010643581;BANNER GROUP LIMITED;Public Contracts Scotland;;DD17-325732-SU;C53030X;C52x/C53x 1-Pack Photoconductor Kit Stan;1;;0,00
0010640115;XMA LTD;CABINET OFFICE;;DD17-294010-SU;C5240KH;C52x/C53x Black CRTG High Return;1;;39,10
0010649191;XMA LTD;CABINET OFFICE;;DD17-294010-SU;C5240KH;C52x/C53x Black CRTG High Return;1;;39,10
0010643581;BANNER GROUP LIMITED;THE ROYAL BANK OF SCOTLAND;;DD17-324157-SU;C5220KS;C52x/C53x Black Toner Cartridge Standard;1;;0,00
0010662714;XMA LTD;CABINET OFFICE;;DD17-294010-SU;C5220KS;C52x/C53x Black Toner Cartridge Standard;1;;25,87
0010642649;BANNER GROUP LIMITED;THE ROYAL BANK OF SCOTLAND;;DD17-324157-SU;C5220KS;C52x/C53x Black Toner Cartridge Standard;1;;28,39
0010643539;BANNER GROUP LIMITED;THE ROYAL BANK OF SCOTLAND;;DD17-324157-SU;C5220KS;C52x/C53x Black Toner Cartridge Standard;1;;28,39
0010659689;OFFICE TECHNOLOGY CORPORATION LTD;;;DD17-297150-SU;24B5590;C54x/X54x Black CRTG Extra BSD Return;1;;93,02
0010659689;NCS OFFICE SYSTEMS (SCOTLAND) LIMIT;;;DD17-297150-SU;24B5590;C54x/X54x Black CRTG Extra BSD Return;1;;93,02
0010641983;COPYRITE BUSINESS SOLUTIONS LTD;;;DD14-43166-SU;24B5590;C54x/X54x Black CRTG Extra BSD Return;1;;93,03
0010659833;1ST OFFICE EQUIPMENT LIMITED;;;DD14-43166-SU;24B5590;C54x/X54x Black CRTG Extra BSD Return;1;;93,13
0010659833;ITEC CONNECT LTD;;;DD14-43166-SU;24B5590;C54x/X54x Black CRTG Extra BSD Return;1;;93,30
0010639634;1ST OFFICE EQUIPMENT LIMITED;;;DD14-43166-SU;24B5590;C54x/X54x Black CRTG Extra BSD Return;1;;94,46
0010641010;Limpio Office Solutions;;;DD14-43166-SU;24B5590;C54x/X54x Black CRTG Extra BSD Return;1;;94,47
0010648362;DIGITAL OFFICE SOLUTIONS LTD;;;DD14-43166-SU;24B5590;C54x/X54x Black CRTG Extra BSD Return;2;;186,04
0010649408;ITEC CONNECT LTD;;;DD14-43166-SU;24B5590;C54x/X54x Black CRTG Extra BSD Return;2;;186,04
0010653277;1ST OFFICE EQUIPMENT LIMITED;;;DD14-43166-SU;24B5590;C54x/X54x Black CRTG Extra BSD Return;2;;186,04
0010653277;OFFICE TECHNOLOGY CORPORATION LTD;;;DD17-297150-SU;24B5590;C54x/X54x Black CRTG Extra BSD Return;2;;186,04
0010659689;ITEC CONNECT LTD;;;DD14-43166-SU;24B5590;C54x/X54x Black CRTG Extra BSD Return;2;;186,04
0010649110;ITEC CONNECT LTD;;;DD14-43166-SU;24B5590;C54x/X54x Black CRTG Extra BSD Return;2;;186,06
0010642649;BANNER GROUP LIMITED;BATLEYS LTD;;DD17-315172-SU;C544X1KG;C54x/X54x Black CRTG Extra Return;1;;0,00
0010642649;BANNER GROUP LIMITED;BATLEYS LTD;;DD17-315172-SU;C544X1KG;C54x/X54x Black CRTG Extra Return;1;;0,00
0010643581;BANNER GROUP LIMITED;BATLEYS LTD;;DD17-315172-SU;C544X1KG;C54x/X54x Black CRTG Extra Return;1;;0,00
0010643581;BANNER GROUP LIMITED;BATLEYS LTD;;DD17-315172-SU;C544X1KG;C54x/X54x Black CRTG Extra Return;1;;0,00
0010643581;BANNER GROUP LIMITED;BATLEYS LTD;;DD17-315172-SU;C544X1KG;C54x/X54x Black CRTG Extra Return;2;;0,00
0010643581;BANNER GROUP LIMITED;BATLEYS LTD;;DD17-315172-SU;C544X1KG;C54x/X54x Black CRTG Extra Return;3;;0,00
0010656943;BANNER GROUP LIMITED;BATLEYS LTD;;DD17-315172-SU;C544X1KG;C54x/X54x Black CRTG Extra Return;1;;0,00
0010656943;BANNER GROUP LIMITED;BATLEYS LTD;;DD17-315172-SU;C544X1KG;C54x/X54x Black CRTG Extra Return;1;;0,00
0010656943;BANNER GROUP LIMITED;BATLEYS LTD;;DD17-315172-SU;C544X1KG;C54x/X54x Black CRTG Extra Return;1;;0,00
0010643348;SMART OFFICE SYSTEMS LTD;;;DD14-43166-SU;C734X24G;C73x/X73x 4-Pack PC;1;;-54,35
0010643601;COPYRITE BUSINESS SOLUTIONS LTD;;;DD14-43166-SU;C734X24G;C73x/X73x 4-Pack PC;1;;-54,35
0010643601;PRINT DEMON SYSTEMS LTD;;;DD15-200080-SU;C734X24G;C73x/X73x 4-Pack PC;1;;-54,35
0010643601;COMPLETE OFFICE SOLUTIONS (UK) LIMI;;;DD14-43166-SU;C734X24G;C73x/X73x 4-Pack PC;1;;-54,35
0010643601;SOLUTECH SYSTEMS LTD;;;DD14-43166-SU;C734X24G;C73x/X73x 4-Pack PC;1;;-54,35
0010653177;XMA LTD;TOYOTA(G.B.) PLC;;DD17-317546-SU;C734X24G;C73x/X73x 4-Pack PC;1;;-0,95
0010642539;ESSEX BUSINESS MACHINES LTD;;;DD14-43166-SU;24B5807;C73x/X73x Black CRTG High BSD Return;1;;-106,78
0010642539;S O S SYSTEMS LTD;;;DD14-43166-SU;24B5807;C73x/X73x Black CRTG High BSD Return;1;;-106,78
0010643348;OFFICE TECHNOLOGY CORPORATION LTD;;;DD17-297150-SU;24B5807;C73x/X73x Black CRTG High BSD Return;1;;-106,78
0010643348;OFFICE TECHNOLOGY CORPORATION LTD;;;DD17-297150-SU;24B5807;C73x/X73x Black CRTG High BSD Return;1;;-106,78
0010658659;S O S SYSTEMS LTD;;;DD14-43166-SU;24B5807;C73x/X73x Black CRTG High BSD Return;1;;0,00
0010661771;AUTOMATED SYSTEMS GROUP LIMITED;;;DD14-43166-SU;24B5807;C73x/X73x Black CRTG High BSD Return;1;;106,73
0010661025;TONER GRAPHICS LTD;SYTNER GROUP LTD;;DD17-311321-SU;C734A1KG;C73x/X73x Black CRTG Return;1;;37,38
0010661025;TONER GRAPHICS LTD;SYTNER GROUP LTD;;DD17-311321-SU;C734A1KG;C73x/X73x Black CRTG Return;1;;37,38
0010649195;XMA LTD;TOYOTA(G.B.) PLC;;DD17-317546-SU;C734A1KG;C73x/X73x Black CRTG Return;2;;46,70
0010643711;HIGHLANDER COMPUTING SOLUTIONS LTD;BARRETT STEEL LTD;;DD17-321262-SU;C734A1KG;C73x/X73x Black CRTG Return;2;;50,04
0010642357;XMA LTD;CDK GLOBAL (UK) LIMITED;;DD16-279674-SU;C734A1KG;C73x/X73x Black CRTG Return;1;;56,15
0010653183;XMA LTD;CDK GLOBAL (UK) LIMITED;;DD16-279674-SU;C734A1KG;C73x/X73x Black CRTG Return;1;;56,15
0010661419;XMA LTD;CDK GLOBAL (UK) LIMITED;;DD17-336003-SU;C734A1KG;C73x/X73x Black CRTG Return;1;;56,15
0010647153;TONER GRAPHICS LTD;SYTNER GROUP LTD;;DD17-311321-SU;C734A1KG;C73x/X73x Black CRTG Return;2;;74,76
0010642539;PRINT DEMON SYSTEMS LTD;;;DD15-200080-SU;C736H1KG;C73x/X73x Black Toner Cartridge High Ret;1;;-106,78
0010642539;PRINT DEMON SYSTEMS LTD;;;DD15-200080-SU;C736H1KG;C73x/X73x Black Toner Cartridge High Ret;1;;-106,78
0010642629;OFFICETEAM LTD;Benfield Motor Group;;DD17-286823-SU;C736H1KG;C73x/X73x Black Toner Cartridge High Ret;1;;35,24
0010650841;OFFICETEAM LTD;Benfield Motor Group;;DD17-286823-SU;C736H1KG;C73x/X73x Black Toner Cartridge High Ret;1;;35,24
0010650841;OFFICETEAM LTD;Benfield Motor Group;;DD17-286823-SU;C736H1KG;C73x/X73x Black Toner Cartridge High Ret;2;;70,48
0010653183;XMA LTD;CDK GLOBAL (UK) LIMITED;;DD16-279674-SU;C736H1KG;C73x/X73x Black Toner Cartridge High Ret;1;;77,58
0010651374;PRINT DEMON SYSTEMS LTD;;;DD15-200080-SU;C736H1KG;C73x/X73x Black Toner Cartridge High Ret;2;;214,53
0010641010;PRINT DEMON SYSTEMS LTD;;;DD15-200080-SU;C736H1KG;C73x/X73x Black Toner Cartridge High Ret;5;;545,77
0010651374;PRINT DEMON SYSTEMS LTD;;;DD15-200080-SU;C736H1KG;C73x/X73x Black Toner Cartridge High Ret;10;;1 072,63
0010642539;S O S SYSTEMS LTD;;;DD14-43166-SU;24B5804;C73x/X73x Cyan CRTG High BSD Return;3;;-598,75
0010643348;OFFICE TECHNOLOGY CORPORATION LTD;;;DD17-297150-SU;24B5804;C73x/X73x Cyan CRTG High BSD Return;1;;-199,58
0010643601;S O S SYSTEMS LTD;;;DD14-43166-SU;24B5804;C73x/X73x Cyan CRTG High BSD Return;1;;-199,58
0010649110;ALTODIGITAL NETWORKS LIMITED;;;DD17-297150-SU;24B5804;C73x/X73x Cyan CRTG High BSD Return;1;;200,49
0010649110;OFFICE TECHNOLOGY CORPORATION LTD;;;DD17-297150-SU;24B5804;C73x/X73x Cyan CRTG High BSD Return;1;;200,49
0010642539;S O S SYSTEMS LTD;;;DD14-43166-SU;24B5805;C73x/X73x Magenta CRTG High BSD Return;2;;-399,17
0010643601;C M Y K DIGITAL SOLUTIONS LIMITED;;;DD14-43166-SU;24B5805;C73x/X73x Magenta CRTG High BSD Return;1;;-199,57
0010643600;PRINT DEMON SYSTEMS LTD;;;DD15-200080-SU;C736H1MG;C73x/X73x Magenta Toner Cartridge High R;1;;201,86
0010654186;PRINT DEMON SYSTEMS LTD;;;DD15-200080-SU;C736H1MG;C73x/X73x Magenta Toner Cartridge High R;2;;401,01
0010641010;PRINT DEMON SYSTEMS LTD;;;DD15-200080-SU;C736H1MG;C73x/X73x Magenta Toner Cartridge High R;2;;408,29
0010651374;PRINT DEMON SYSTEMS LTD;;;DD15-200080-SU;C736H1MG;C73x/X73x Magenta Toner Cartridge High R;7;;1 403,45
0010649195;XMA LTD;TOYOTA(G.B.) PLC;;DD17-317546-SU;C734A1MG;C73x/X73x Magenta Toner Cartridge Standa;1;;37,32
0010653449;HIGHLANDER COMPUTING SOLUTIONS LTD;BARRETT STEEL LTD;;DD17-321262-SU;C734A1MG;C73x/X73x Magenta Toner Cartridge Standa;1;;40,01
0010653616;HIGHLANDER COMPUTING SOLUTIONS LTD;BARRETT STEEL LTD;;DD17-321262-SU;C734A1MG;C73x/X73x Magenta Toner Cartridge Standa;1;;40,01
0010650841;OFFICETEAM LTD;Benfield Motor Group;;DD17-286823-SU;C734A1MG;C73x/X73x Magenta Toner Cartridge Standa;1;;41,91
0010650058;SPECTRUM COMPUTER SUPPLIES LTD;Finning Trustees Ltd;;DD17-314059-SU;C734A1MG;C73x/X73x Magenta Toner Cartridge Standa;1;;52,64
0010643018;TONER GRAPHICS LTD;SYTNER GROUP LTD;;DD17-311321-SU;C734A1MG;C73x/X73x Magenta Toner Cartridge Standa;1;;59,76
0010645288;TONER GRAPHICS LTD;SYTNER GROUP LTD;;DD17-311321-SU;C734A1MG;C73x/X73x Magenta Toner Cartridge Standa;1;;59,76
0010643348;OFFICE TECHNOLOGY CORPORATION LTD;;;DD17-297150-SU;C734X77G;C73x/X73x WC;4;;-17,61
0010643601;S O S SYSTEMS LTD;;;DD14-43166-SU;C734X77G;C73x/X73x WC;2;;-8,81
0010643601;INCEPTION BUSINESS TECHNOLOGY LTD;;;DD16-257004-SU;C734X77G;C73x/X73x WC;2;;-8,81
0010642539;ESSEX BUSINESS MACHINES LTD;;;DD14-43166-SU;C734X77G;C73x/X73x WC;1;;-4,40
0010642539;Simple Digital Solutions Ltd;;;DD14-43166-SU;C734X77G;C73x/X73x WC;1;;-4,40
0010642539;Technocopy Ltd;;;DD14-43166-SU;C734X77G;C73x/X73x WC;1;;-4,40
0010643601;ITEC CONNECT LTD;;;DD14-43166-SU;C734X77G;C73x/X73x WC;1;;-4,40
0010643601;SOLUTECH SYSTEMS LTD;;;DD14-43166-SU;C734X77G;C73x/X73x WC;1;;-4,40
0010643601;DIGITAL OFFICE SOLUTIONS LTD;;;DD14-43166-SU;C734X77G;C73x/X73x WC;1;;-4,40
0010643601;PLATINUM COMPUTER SOLUTIONS LTD;;;DD17-297150-SU;C734X77G;C73x/X73x WC;1;;-4,40
0010658659;ALTODIGITAL NETWORKS LIMITED;;;DD17-297150-SU;C734X77G;C73x/X73x WC;2;;0,00
0010658659;SMART OFFICE SYSTEMS LTD;;;DD14-43166-SU;C734X77G;C73x/X73x WC;1;;0,00
0010658659;C M Y K DIGITAL SOLUTIONS LIMITED;;;DD14-43166-SU;C734X77G;C73x/X73x WC;13;;0,00
0010643539;BANNER GROUP LIMITED;THE ROYAL BANK OF SCOTLAND;;DD17-324157-SU;C5220CS;C52x/C53x Cyan Toner Cartridge Standard;1;;29,60
0010658432;BANNER GROUP LIMITED;THE ROYAL BANK OF SCOTLAND;;DD17-324157-SU;C5220CS;C52x/C53x Cyan Toner Cartridge Standard;1;;29,60
0010642649;BANNER GROUP LIMITED;Public Contracts Scotland;;DD16-252963-SU;C5220CS;C52x/C53x Cyan Toner Cartridge Standard;1;;30,40
0010642649;BANNER GROUP LIMITED;Public Contracts Scotland;;DD16-252963-SU;C5220CS;C52x/C53x Cyan Toner Cartridge Standard;1;;30,40
0010649200;XMA LTD;CABINET OFFICE;;DD17-294010-SU;C5240MH;C52x/C53x Magenta CRTG High Return;1;;39,18
0010663383;BANNER GROUP LIMITED;THE ROYAL BANK OF SCOTLAND;;DD17-324157-SU;C5240MH;C52x/C53x Magenta CRTG High Return;1;;72,26
0010663384;BANNER GROUP LIMITED;Public Contracts Scotland;;DD17-325732-SU;C5220MS;C52x/C53x Magenta Toner Cartridge Standa;1;;-30,40